CSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.18554) : (1.11178)) : (x<50 ? 1.18195:1.12266)) : (x<100 ? (x<80 ? (x<70 ? 1.31129:1.29663) : (1.30135)) : (x<120 ? 1.18865:1.51692))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.31065:1.43744) : (1.37134)) : (x<400 ? 1.7245:1.5882)) : (x<800 ? (x<670 ? 1.92896:2.2241) : (x<1000 ? 2.15713:0)))" 
0, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.923331) : (0.962263)) : (x<50 ? 0.946622:0.94935)) : (x<100 ? (x<80 ? (x<70 ? 0.953682:0.941767) : (0.95331)) : (x<120 ? 0.951169:0.958728))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.964071:0.956637) : (0.957677)) : (x<400 ? 0.948643:0.956221)) : (x<800 ? (x<670 ? 0.952743:0.951204) : (x<1000 ? 0.944916:0)))" 
0, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.950334) : (0.894567)) : (x<50 ? 0.957641:0.864824)) : (x<100 ? (x<80 ? (x<70 ? 0.980096:0.934709) : (0.944916)) : (x<120 ? 0.921928:0.965802))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.982992:0.904971) : (0.96918)) : (x<400 ? 1.01161:1.01756)) : (x<800 ? (x<670 ? 1.06714:0.996772) : (x<1000 ? 1.11212:0)))" 
0, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.07833) : (1.22026)) : (x<50 ? 1.08499:1.13663)) : (x<100 ? (x<80 ? (x<70 ? 1.22797:1.1699) : (1.18071)) : (x<120 ? 1.25796:1.21128))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.17924:1.2942) : (1.2828)) : (x<400 ? 1.47534:1.56182)) : (x<800 ? (x<670 ? 1.76344:1.64459) : (x<1000 ? 1.76131:0)))" 
0, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.968051) : (0.974862)) : (x<50 ? 0.975449:0.977775)) : (x<100 ? (x<80 ? (x<70 ? 0.979283:0.979273) : (0.979227)) : (x<120 ? 0.978601:0.980905))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.982835:0.979627) : (0.974532)) : (x<400 ? 0.978478:0.975813)) : (x<800 ? (x<670 ? 0.976697:0.956833) : (x<1000 ? 0.945381:0)))" 
0, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.983709) : (0.984851)) : (x<50 ? 0.97737:0.981815)) : (x<100 ? (x<80 ? (x<70 ? 0.980592:0.984114) : (0.978816)) : (x<120 ? 0.979542:0.990195))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.00023:1.0065) : (1.00186)) : (x<400 ? 1.02645:1.04599)) : (x<800 ? (x<670 ? 1.06723:1.09481) : (x<1000 ? 0.776905:0)))" 
0, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.16364) : (1.158)) : (x<50 ? 1.17586:1.19885)) : (x<100 ? (x<80 ? (x<70 ? 1.22253:1.22835) : (1.24591)) : (x<120 ? 1.26066:1.31348))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.3538:1.46333) : (1.51071)) : (x<400 ? 1.59875:1.79407)) : (x<800 ? (x<670 ? 2.08727:2.14469) : (x<1000 ? 2.39763:0)))" 
0, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.978954) : (0.983511)) : (x<50 ? 0.989039:0.996666)) : (x<100 ? (x<80 ? (x<70 ? 0.990198:1.00448) : (0.99614)) : (x<120 ? 0.997919:0.997364))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.00361:1.09892) : (1.04273)) : (x<400 ? 1.20942:1.09121)) : (x<800 ? (x<670 ? 1.37039:1.42876) : (x<1000 ? 2.06772:0)))" 
0, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.10612) : (1.11793)) : (x<50 ? 0.969143:1.09674)) : (x<100 ? (x<80 ? (x<70 ? 1.27311:1.16761) : (1.2051)) : (x<120 ? 1.09494:1.24233))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.60502:1.36629) : (1.44103)) : (x<400 ? 1.64576:1.49899)) : (x<800 ? (x<670 ? 1.55875:2.5145) : (x<1000 ? 1.02457:0)))" 
0, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.2827) : (1.21574)) : (x<50 ? 1.33473:1.29026)) : (x<100 ? (x<80 ? (x<70 ? 1.54603:1.54704) : (1.49131)) : (x<120 ? 1.39274:1.7222))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.48959:1.66498) : (1.61555)) : (x<400 ? 2.03593:1.93801)) : (x<800 ? (x<670 ? 2.34004:3.01035) : (x<1000 ? 3.04985:0)))" 
0, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.985452) : (1.0218)) : (x<50 ? 1.00559:1.00882)) : (x<100 ? (x<80 ? (x<70 ? 1.01319:1.00208) : (0.996933)) : (x<120 ? 0.997128:0.994065))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.00048:0.99895) : (1.00378)) : (x<400 ? 0.996368:1.0081)) : (x<800 ? (x<670 ? 0.999995:1.01726) : (x<1000 ? 1.01189:0)))" 
0, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.06076) : (0.988421)) : (x<50 ? 1.06541:0.965742)) : (x<100 ? (x<80 ? (x<70 ? 1.1054:1.05874) : (1.03729)) : (x<120 ? 1.02275:1.04961))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.07764:1.01132) : (1.10392)) : (x<400 ? 1.15989:1.14978)) : (x<800 ? (x<670 ? 1.19276:1.20134) : (x<1000 ? 1.43002:0)))" 
0, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.17157) : (1.32822)) : (x<50 ? 1.19811:1.26758)) : (x<100 ? (x<80 ? (x<70 ? 1.38949:1.33718) : (1.30983)) : (x<120 ? 1.41955:1.33084))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.30227:1.46836) : (1.47633)) : (x<400 ? 1.75104:1.87243)) : (x<800 ? (x<670 ? 2.1018:2.15434) : (x<1000 ? 2.53311:0)))" 
0, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.971482) : (0.977839)) : (x<50 ? 0.978347:0.980719)) : (x<100 ? (x<80 ? (x<70 ? 0.982376:0.982594) : (0.981915)) : (x<120 ? 0.981946:0.984258))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.987926:0.988367) : (0.987722)) : (x<400 ? 0.997876:1.00479)) : (x<800 ? (x<670 ? 1.01574:1.03277) : (x<1000 ? 1.04626:0)))" 
0, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.989659) : (0.990324)) : (x<50 ? 0.983181:0.988064)) : (x<100 ? (x<80 ? (x<70 ? 0.987463:0.991743) : (0.985121)) : (x<120 ? 0.987635:0.998348))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.01264:1.02781) : (1.03382)) : (x<400 ? 1.07201:1.1037)) : (x<800 ? (x<670 ? 1.15009:1.32057) : (x<1000 ? 1.07833:0)))" 
0, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.16971) : (1.16373)) : (x<50 ? 1.18307:1.20723)) : (x<100 ? (x<80 ? (x<70 ? 1.23249:1.23974) : (1.25561)) : (x<120 ? 1.27351:1.32636))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.37198:1.4943) : (1.555)) : (x<400 ? 1.66114:1.88688)) : (x<800 ? (x<670 ? 2.23427:2.47005) : (x<1000 ? 2.96634:0)))" 
1, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.937417) : (0.944369)) : (x<50 ? 0.960696:0.962609)) : (x<100 ? (x<80 ? (x<70 ? 0.963234:0.971943) : (0.96612)) : (x<120 ? 0.957764:0.947082))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.90182:0.972407) : (0.891563)) : (x<400 ? 0.989782:1.0207)) : (x<800 ? (x<670 ? 1.00201:0.788245) : (x<1000 ? 1.06597:0)))" 
1, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.03392) : (1.07351)) : (x<50 ? 0.794038:1.13319)) : (x<100 ? (x<80 ? (x<70 ? 0.790082:0.943294) : (0.86311)) : (x<120 ? 1.07487:0.859271))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.21928:1.08781) : (0.835821)) : (x<400 ? 0.988848:1.37576)) : (x<800 ? (x<670 ? 0.91913:0) : (x<1000 ? 0:0)))" 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.195) : (1.29149)) : (x<50 ? 1.64378:1.00195)) : (x<100 ? (x<80 ? (x<70 ? 1.45322:1.798) : (1.70193)) : (x<120 ? 1.62229:1.629))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.55797:1.88389) : (2.54773)) : (x<400 ? 5.35138:3.24218)) : (x<800 ? (x<670 ? 2.02391:4.89455) : (x<1000 ? 25.3339:0)))" 
1, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.928667) : (0.971565)) : (x<50 ? 0.952238:0.971294)) : (x<100 ? (x<80 ? (x<70 ? 0.945723:0.946762) : (0.942545)) : (x<120 ? 0.943231:0.944999))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.944966:0.934174) : (0.950173)) : (x<400 ? 0.915558:0.897945)) : (x<800 ? (x<670 ? 0.874537:0.882403) : (x<1000 ? 0.871317:0)))" 
1, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.945683) : (0.870264)) : (x<50 ? 0.892651:0.939611)) : (x<100 ? (x<80 ? (x<70 ? 1.07276:1.0165) : (1.02658)) : (x<120 ? 0.958985:0.942736))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.967698:0.890516) : (0.980896)) : (x<400 ? 0.887122:1.01759)) : (x<800 ? (x<670 ? 1.14339:0.996841) : (x<1000 ? 1.16926:0)))" 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00173) : (1.4516)) : (x<50 ? 1.17086:1.41991)) : (x<100 ? (x<80 ? (x<70 ? 1.23968:1.36555) : (1.20192)) : (x<120 ? 1.47356:1.45295))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.41004:1.52633) : (1.65859)) : (x<400 ? 2.5559:3.64577)) : (x<800 ? (x<670 ? 2.56397:2.17809) : (x<1000 ? 2.09576:0)))" 
1, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.93195) : (0.94814)) : (x<50 ? 0.950794:0.954839)) : (x<100 ? (x<80 ? (x<70 ? 0.95681:0.956452) : (0.955255)) : (x<120 ? 0.95273:0.954429))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.949549:0.942507) : (0.932766)) : (x<400 ? 0.924945:0.914597)) : (x<800 ? (x<670 ? 0.89877:0.889238) : (x<1000 ? 0.834385:0)))" 
1, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.919006) : (0.934364)) : (x<50 ? 0.928743:0.938635)) : (x<100 ? (x<80 ? (x<70 ? 0.945074:0.938305) : (0.9349)) : (x<120 ? 0.927573:0.937461))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.921278:0.916435) : (0.893265)) : (x<400 ? 0.904312:0.930483)) : (x<800 ? (x<670 ? 0.992144:0.992455) : (x<1000 ? 0.785809:0)))" 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.21042) : (1.24236)) : (x<50 ? 1.23954:1.28354)) : (x<100 ? (x<80 ? (x<70 ? 1.31788:1.32826) : (1.36206)) : (x<120 ? 1.41236:1.59588))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.78349:2.12669) : (2.42732)) : (x<400 ? 2.52548:3.33996)) : (x<800 ? (x<670 ? 3.0819:3.27459) : (x<1000 ? 3.05878:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.928592) : (0.935895)) : (x<50 ? 0.951305:0.951967)) : (x<100 ? (x<80 ? (x<70 ? 0.950934:0.957408) : (0.952889)) : (x<120 ? 0.938671:0.924583))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.861048:0.892642) : (0.798721)) : (x<400 ? 0.865089:0.864265)) : (x<800 ? (x<670 ? 0.830438:0.514088) : (x<1000 ? 0.683207:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.952672) : (0.980076)) : (x<50 ? 0.707029:0.981939)) : (x<100 ? (x<80 ? (x<70 ? 0.669206:0.782001) : (0.739225)) : (x<120 ? 0.883932:0.728305))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.951176:0.812) : (0.572081)) : (x<400 ? 0.617786:0.834499)) : (x<800 ? (x<670 ? 0.481313:0) : (x<1000 ? 0:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.07817) : (1.14264)) : (x<50 ? 1.35744:0.803409)) : (x<100 ? (x<80 ? (x<70 ? 1.15041:1.35781) : (1.36795)) : (x<120 ? 1.25787:1.32891))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.00696:1.46097) : (1.9456)) : (x<400 ? 3.71849:2.27539)) : (x<800 ? (x<670 ? 1.45838:2.82488) : (x<1000 ? -0.588491:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.895945) : (0.940662)) : (x<50 ? 0.92193:0.940244)) : (x<100 ? (x<80 ? (x<70 ? 0.915803:0.916029) : (0.920513)) : (x<120 ? 0.919942:0.927074))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.926383:0.912636) : (0.926135)) : (x<400 ? 0.891371:0.871959)) : (x<800 ? (x<670 ? 0.851095:0.849304) : (x<1000 ? 0.837751:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.872655) : (0.811751)) : (x<50 ? 0.828942:0.866921)) : (x<100 ? (x<80 ? (x<70 ? 0.983962:0.930795) : (0.960697)) : (x<120 ? 0.891527:0.890199))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.905655:0.821426) : (0.887985)) : (x<400 ? 0.802163:0.922534)) : (x<800 ? (x<670 ? 1.04075:0.848179) : (x<1000 ? 0.935156:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.910707) : (1.30448)) : (x<50 ? 1.03551:1.23334)) : (x<100 ? (x<80 ? (x<70 ? 1.06978:1.15073) : (1.0618)) : (x<120 ? 1.25269:1.28253))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.21709:1.26416) : (1.3174)) : (x<400 ? 1.90764:2.45793)) : (x<800 ? (x<670 ? 1.89196:1.47802) : (x<1000 ? 1.17886:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.930159) : (0.946605)) : (x<50 ? 0.949304:0.953328)) : (x<100 ? (x<80 ? (x<70 ? 0.955225:0.954754) : (0.953882)) : (x<120 ? 0.951023:0.952718))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.946938:0.938021) : (0.925993)) : (x<400 ? 0.915055:0.89977)) : (x<800 ? (x<670 ? 0.878893:0.850508) : (x<1000 ? 0.785858:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.915039) : (0.930833)) : (x<50 ? 0.924952:0.93456)) : (x<100 ? (x<80 ? (x<70 ? 0.940592:0.933397) : (0.930848)) : (x<120 ? 0.922419:0.932268))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.913299:0.902773) : (0.872902)) : (x<400 ? 0.875004:0.892006)) : (x<800 ? (x<670 ? 0.93394:0.837972) : (x<1000 ? 0.552649:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.20173) : (1.23452)) : (x<50 ? 1.22978:1.27204)) : (x<100 ? (x<80 ? (x<70 ? 1.30427:1.31254) : (1.34842)) : (x<120 ? 1.3932:1.57483))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.74645:2.05663) : (2.31958)) : (x<400 ? 2.38696:3.07924)) : (x<800 ? (x<670 ? 2.77053:2.64027) : (x<1000 ? 2.21675:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.946242) : (0.952843)) : (x<50 ? 0.970087:0.973251)) : (x<100 ? (x<80 ? (x<70 ? 0.975533:0.986477) : (0.979351)) : (x<120 ? 0.976857:0.96958))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.942592:1.05217) : (0.984404)) : (x<400 ? 1.11448:1.17712)) : (x<800 ? (x<670 ? 1.17357:1.0624) : (x<1000 ? 1.44873:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.11517) : (1.16694)) : (x<50 ? 0.881047:1.28443)) : (x<100 ? (x<80 ? (x<70 ? 0.910957:1.10459) : (0.986995)) : (x<120 ? 1.26581:0.990238))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.48738:1.36362) : (1.09956)) : (x<400 ? 1.35991:1.91702)) : (x<800 ? (x<670 ? 1.35695:0) : (x<1000 ? 0:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.31183) : (1.44034)) : (x<50 ? 1.93012:1.2005)) : (x<100 ? (x<80 ? (x<70 ? 1.75602:2.2382) : (2.03592)) : (x<120 ? 1.98671:1.92908))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 3.10898:2.30681) : (3.14986)) : (x<400 ? 6.98428:4.20898)) : (x<800 ? (x<670 ? 2.58945:6.96421) : (x<1000 ? 51.2564:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.961389) : (1.00247)) : (x<50 ? 0.982545:1.00234)) : (x<100 ? (x<80 ? (x<70 ? 0.975642:0.977496) : (0.964578)) : (x<120 ? 0.966519:0.962924))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.963548:0.955712) : (0.974211)) : (x<400 ? 0.939746:0.923931)) : (x<800 ? (x<670 ? 0.897979:0.915501) : (x<1000 ? 0.904882:0)))" 
